Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Male,45-54 years,616,3439,493,375,,742,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Male,50-64 years,1728,9566,1495,1054,22,2191,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Male,55-64 years,1347,7549,1187,820,15,1729,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Male,65-74 years,2135,11468,1925,1352,20,2727,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Male,75-84 years,2590,13368,2325,1592,15,3337,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Male,85 years and over,1677,10852,1515,954,12,2250,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,All Ages,6092,42212,5453,3504,69,8109,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,Under 1 year,0,204,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,0-17 years,,380,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,1-4 years,0,50,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,5-14 years,,76,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,15-24 years,14,299,16,11,0,19,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,18-29 years,43,544,32,23,0,52,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,25-34 years,69,705,55,35,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,30-39 years,94,892,82,50,,128,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,35-44 years,138,1031,100,68,,173,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,40-49 years,228,1354,189,139,,285,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,45-54 years,312,1967,290,202,,407,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,50-64 years,972,5734,890,597,15,1279,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,55-64 years,804,4572,733,493,11,1055,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,65-74 years,1383,8018,1307,874,19,1835,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,75-84 years,1672,10990,1524,982,15,2229,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arizona,Female,85 years and over,1697,14300,1420,837,10,2290,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,All Ages,5600,45138,5066,2628,107,8137,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,Under 1 year,0,267,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,0-17 years,,479,10,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,1-4 years,,53,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,5-14 years,0,78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,15-24 years,,480,14,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,18-29 years,16,767,25,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,25-34 years,30,846,36,12,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,30-39 years,50,1144,51,17,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,35-44 years,80,1458,96,28,,153,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,40-49 years,159,1939,163,73,,254,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,45-54 years,238,2727,241,118,,368,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,50-64 years,779,8088,822,402,30,1227,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,55-64 years,651,6508,675,339,24,1010,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,65-74 years,1241,9910,1195,638,29,1825,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,75-84 years,1673,11445,1481,799,19,2373,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,All Sexes,85 years and over,1681,11366,1319,690,17,2324,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,All Ages,2903,23550,2737,1460,53,4231,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,Under 1 year,0,154,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,0-17 years,0,293,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,1-4 years,0,29,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,5-14 years,0,46,0,0,0,0,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,15-24 years,,346,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,18-29 years,,537,14,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,25-34 years,17,581,19,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,30-39 years,28,734,25,,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,35-44 years,48,890,59,19,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,40-49 years,89,1134,93,43,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,45-54 years,146,1606,132,70,,212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,50-64 years,471,4873,477,237,18,728,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,55-64 years,383,3919,391,196,15,593,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,65-74 years,712,5707,683,368,14,1041,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,75-84 years,917,5966,816,459,,1283,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Male,85 years and over,678,4306,626,343,,964,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,All Ages,2697,21588,2329,1168,54,3906,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,Under 1 year,0,113,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,0-17 years,,186,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,1-4 years,,24,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,5-14 years,0,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,15-24 years,,134,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,18-29 years,,230,11,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,25-34 years,13,265,17,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,30-39 years,22,410,26,,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,35-44 years,32,568,37,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,40-49 years,70,805,70,30,,111,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,45-54 years,92,1121,109,48,,156,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,50-64 years,308,3215,345,165,12,499,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,55-64 years,268,2589,284,143,,417,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,65-74 years,529,4203,512,270,15,784,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,75-84 years,756,5479,665,340,10,1090,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Arkansas,Female,85 years and over,1003,7060,693,347,13,1360,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,All Ages,57575,390738,54465,33875,841,78987,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,Under 1 year,,1882,26,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,0-17 years,18,3449,72,,20,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,1-4 years,,355,13,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,5-14 years,,613,26,,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,15-24 years,113,4409,114,51,,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,18-29 years,290,7802,284,133,20,461,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,25-34 years,567,8916,490,269,35,823,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,30-39 years,958,10573,768,478,40,1286,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,35-44 years,1493,12388,1250,819,45,1967,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,40-49 years,2460,15881,2068,1428,56,3156,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,45-54 years,3913,23115,3322,2344,80,4971,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,50-64 years,11241,64688,10052,6981,202,14510,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,55-64 years,8870,50715,8003,5538,154,11485,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,65-74 years,12917,74697,12295,8088,168,17284,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,75-84 years,14321,90231,14117,8745,171,19860,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,All Sexes,85 years and over,15370,123417,14809,8018,164,22324,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,Male,All Ages,33868,210980,31700,20411,432,45577,
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,Male,Under 1 year,,1038,21,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,Male,0-17 years,11,2018,42,,12,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,Male,1-4 years,,206,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,Male,5-14 years,,349,10,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,Male,15-24 years,68,3324,75,35,,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,California,Male,18-29 years,188,5871,184,85,,295,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
